OBJECTID,DATE,Allegany,Anne_Arundel,Baltimore,Baltimore_City,Calvert,Caroline,Carroll,Cecil,Charles,Dorchester,Frederick,Garrett,Harford,Howard,Kent,Montgomery,Prince_Georges,Queen_Annes,Somerset,St_Marys,Talbot,Washington,Wicomico,Worcester,Unknown
1139,2023/04/27 10:00:00+00,21940,120998,173824,150709,14935,7387,28459,20582,39056,9641,59070,7375,50654,64863,3985,248199,231118,8924,6224,24793,7308,41202,25104,11003,0
1140,2023/04/28 10:00:00+00,21944,121030,173846,150719,14937,7388,28462,20584,39060,9641,59078,7380,50666,64877,3985,248262,231136,8926,6224,24797,7308,41205,25105,11006,0
1141,2023/04/29 10:00:00+00,21945,121043,173859,150736,14937,7388,28467,20586,39063,9643,59087,7388,50671,64891,3986,248320,231165,8927,6224,24799,7311,41211,25106,11009,0
1142,2023/04/30 10:00:00+00,21947,121057,173872,150757,14937,7389,28474,20588,39064,9644,59093,7389,50673,64898,3988,248365,231184,8927,6224,24800,7314,41216,25108,11009,0
1143,2023/05/01 10:00:00+00,21948,121077,173877,150765,14937,7389,28474,20588,39065,9644,59099,7389,50673,64900,3989,248450,231189,8927,6224,24800,7316,41216,25108,11009,0
1144,2023/05/02 10:00:00+00,21951,121092,173891,150776,14938,7389,28478,20588,39073,9644,59108,7389,50678,64908,3989,248515,231209,8928,6224,24803,7316,41220,25109,11010,0
1145,2023/05/03 10:00:00+00,21951,121115,173900,150781,14938,7390,28483,20588,39075,9645,59116,7390,50683,64914,3989,248627,231218,8928,6224,24804,7316,41220,25109,11010,0
1146,2023/05/04 10:00:00+00,21952,121136,173910,150791,14938,7389,28483,20588,39079,9646,59119,7391,50685,64917,3989,248722,231232,8929,6225,24805,7316,41221,25109,11009,0
1147,2023/05/05 10:00:00+00,21955,121148,173919,150799,14938,7390,28484,20589,39081,9646,59125,7393,50687,64924,3989,248833,231246,8930,6225,24806,7316,41219,25110,11009,0
1148,2023/05/06 10:00:00+00,21955,121166,173931,150810,14940,7390,28485,20589,39084,9647,59129,7395,50689,64938,3989,248964,231260,8930,6225,24807,7316,41219,25112,11009,0
1149,2023/05/07 10:00:00+00,21956,121174,173937,150817,14941,7390,28485,20590,39088,9647,59133,7397,50690,64945,3989,249051,231276,8930,6225,24807,7316,41220,25112,11011,0
1150,2023/05/08 10:00:00+00,21956,121179,173943,150821,14942,7390,28487,20590,39092,9647,59133,7397,50697,64951,3989,249063,231285,8930,6225,24808,7316,41220,25112,11011,0
1151,2023/05/09 10:00:00+00,21956,121199,173959,150832,14943,7390,28487,20590,39099,9647,59142,7399,50706,64962,3989,249131,231311,8930,6225,24809,7316,41238,25114,11011,0
1152,2023/05/10 10:00:00+00,21956,121210,173974,150852,14945,7390,28494,20591,39106,9647,59147,7399,50711,64969,3989,249177,231333,8930,6225,24810,7318,41247,25115,11010,0
1153,2023/05/11 10:00:00+00,21956,121219,174000,150868,14945,7390,28498,20594,39112,9647,59151,7400,50712,64981,3991,249238,231358,8931,6225,24811,7318,41253,25116,11011,0
1154,2023/05/12 10:00:00+00,21958,121231,174014,150882,14946,7391,28501,20598,39116,9649,59162,7400,50719,64992,3993,249301,231374,8931,6225,24811,7318,41267,25117,11012,0
1155,2023/05/13 10:00:00+00,21962,121247,174035,150896,14946,7391,28503,20599,39121,9651,59169,7405,50725,65017,3994,249362,231397,8931,6225,24811,7318,41271,25117,11012,0
1156,2023/05/14 10:00:00+00,21962,121250,174043,150903,14947,7391,28503,20600,39123,9651,59171,7405,50727,65020,3994,249375,231404,8931,6225,24812,7318,41271,25117,11012,0
1157,2023/05/15 10:00:00+00,21963,121251,174047,150910,14947,7391,28503,20600,39124,9651,59173,7407,50730,65021,3994,249388,231414,8931,6225,24812,7318,41271,25117,11012,0
1158,2023/05/16 10:00:00+00,21968,121259,174065,150936,14949,7391,28505,20601,39126,9652,59198,7408,50736,65033,3994,249447,231431,8931,6225,24814,7319,41276,25117,11013,0
1159,2023/05/17 10:00:00+00,21971,121270,174073,150952,14950,7391,28509,20603,39127,9652,59203,7410,50739,65042,3994,249522,231449,8931,6225,24816,7319,41277,25118,11013,0
1160,2023/05/18 10:00:00+00,21972,121289,174078,150966,14951,7391,28511,20603,39128,9654,59209,7412,50745,65051,3994,249605,231463,8931,6228,24816,7319,41278,25121,11014,0
1161,2023/05/19 10:00:00+00,21974,121301,174088,150982,14953,7391,28517,20608,39133,9657,59216,7412,50749,65062,3994,249649,231488,8931,6231,24819,7322,41281,25129,11015,0
1162,2023/05/20 10:00:00+00,21978,121312,174103,150997,14955,7391,28522,20609,39136,9659,59219,7413,50753,65080,3994,249688,231520,8931,6231,24825,7325,41284,25132,11015,0
1163,2023/05/21 10:00:00+00,21980,121322,174112,151007,14955,7393,28525,20609,39139,9660,59222,7416,50757,65084,3994,249727,231533,8931,6233,24826,7326,41284,25135,11016,0
1164,2023/05/22 10:00:00+00,21980,121326,174120,151008,14957,7393,28529,20611,39141,9661,59224,7416,50759,65085,3994,249749,231549,8931,6233,24829,7326,41285,25136,11017,0
1165,2023/05/23 10:00:00+00,21982,121337,174131,151022,14959,7393,28531,20612,39144,9662,59227,7417,50761,65087,3996,249765,231557,8933,6233,24829,7327,41291,25139,11018,0
1166,2023/05/24 10:00:00+00,21984,121342,174142,151031,14960,7393,28532,20611,39144,9663,59230,7420,50763,65091,3997,249766,231566,8933,6233,24829,7327,41291,25139,11019,0
1167,2023/05/25 10:00:00+00,21986,121347,174155,151036,14960,7393,28538,20611,39145,9663,59234,7421,50764,65097,3997,249781,231577,8934,6233,24829,7327,41292,25140,11020,0
1168,2023/05/26 10:00:00+00,21986,121353,174160,151044,14960,7393,28541,20613,39146,9663,59235,7421,50765,65097,3997,249801,231595,8934,6233,24829,7327,41293,25140,11020,0
1169,2023/05/27 10:00:00+00,21987,121359,174172,151048,14962,7393,28541,20615,39149,9664,59237,7421,50766,65101,3997,249820,231617,8934,6233,24832,7327,41294,25141,11020,0
1170,2023/05/28 10:00:00+00,21989,121362,174178,151053,14962,7393,28543,20615,39151,9664,59240,7423,50767,65103,3997,249831,231628,8934,6233,24832,7327,41294,25141,11020,0
1171,2023/05/29 10:00:00+00,21989,121364,174187,151058,14962,7393,28544,20616,39151,9664,59241,7423,50770,65107,3997,249838,231633,8934,6233,24833,7327,41294,25141,11020,0
1172,2023/05/30 10:00:00+00,21989,121366,174191,151059,14963,7393,28545,20617,39152,9664,59241,7423,50771,65110,3997,249848,231637,8934,6233,24834,7327,41294,25141,11020,0
1173,2023/05/31 10:00:00+00,21989,121368,174198,151060,14963,7393,28546,20617,39152,9665,59242,7425,50777,65115,3997,249863,231649,8934,6233,24834,7327,41294,25141,11021,0
1174,2023/06/01 10:00:00+00,21989,121371,174213,151064,14964,7394,28547,20619,39155,9665,59244,7425,50782,65125,3998,249885,231668,8935,6232,24836,7327,41294,25142,11023,0
1175,2023/06/02 10:00:00+00,21990,121377,174222,151072,14965,7394,28547,20620,39155,9665,59244,7425,50783,65132,3999,249899,231676,8935,6232,24840,7327,41297,25142,11023,0
1176,2023/06/03 10:00:00+00,21992,121386,174236,151075,14966,7394,28548,20620,39156,9665,59245,7425,50786,65138,3999,249922,231685,8936,6232,24840,7327,41298,25143,11023,0
1177,2023/06/04 10:00:00+00,21993,121389,174243,151080,14966,7394,28549,20620,39158,9665,59246,7425,50788,65142,3999,249931,231691,8936,6232,24840,7327,41299,25143,11023,0
1178,2023/06/05 10:00:00+00,21993,121393,174245,151082,14966,7394,28551,20620,39159,9665,59246,7425,50788,65144,3999,249947,231694,8936,6232,24840,7327,41299,25143,11023,0
1179,2023/06/06 10:00:00+00,21994,121398,174253,151090,14966,7394,28551,20621,39160,9665,59248,7425,50790,65148,3999,249960,231699,8936,6232,24842,7327,41299,25145,11023,0
1180,2023/06/07 10:00:00+00,21996,121401,174259,151096,14969,7395,28551,20622,39160,9665,59253,7426,50793,65154,3999,249970,231705,8936,6232,24845,7327,41299,25147,11023,0
1181,2023/06/08 10:00:00+00,21999,121406,174261,151100,14969,7395,28552,20623,39162,9665,59253,7426,50796,65156,3999,249981,231721,8938,6232,24848,7328,41299,25147,11023,0
1182,2023/06/09 10:00:00+00,21999,121417,174267,151105,14969,7395,28552,20624,39163,9665,59256,7426,50797,65158,3999,249993,231735,8938,6232,24848,7329,41299,25148,11024,0
1183,2023/06/10 10:00:00+00,22000,121422,174275,151110,14970,7395,28552,20624,39163,9666,59257,7426,50798,65163,4000,250006,231735,8938,6232,24848,7328,41299,25149,11024,0
1184,2023/06/11 10:00:00+00,22001,121421,174282,151114,14970,7395,28554,20624,39165,9666,59257,7427,50798,65166,4000,250015,231744,8938,6232,24850,7328,41299,25149,11024,0
1185,2023/06/12 10:00:00+00,22003,121426,174284,151119,14970,7395,28555,20625,39165,9666,59258,7427,50800,65171,4000,250022,231753,8938,6232,24850,7328,41299,25149,11024,0
1186,2023/06/13 10:00:00+00,22005,121432,174295,151128,14971,7395,28556,20625,39167,9667,59261,7427,50803,65176,4000,250036,231773,8938,6232,24850,7328,41300,25150,11025,0
1187,2023/06/14 10:00:00+00,22006,121437,174299,151133,14972,7395,28556,20626,39168,9668,59263,7427,50804,65179,4000,250047,231784,8939,6232,24851,7328,41302,25151,11025,0
1188,2023/06/15 10:00:00+00,22008,121441,174307,151138,14972,7395,28556,20626,39170,9670,59265,7427,50804,65185,4000,250060,231795,8940,6232,24853,7329,41303,25152,11026,0
1189,2023/06/16 10:00:00+00,22013,121445,174313,151141,14973,7395,28556,20628,39171,9671,59269,7429,50807,65189,4000,250069,231799,8940,6232,24854,7329,41304,25153,11026,0
1190,2023/06/17 10:00:00+00,22013,121451,174314,151144,14973,7395,28556,20630,39173,9671,59275,7429,50810,65195,4000,250076,231812,8940,6232,24857,7329,41305,25154,11026,0
1191,2023/06/18 10:00:00+00,22013,121454,174320,151148,14976,7395,28556,20631,39173,9671,59275,7431,50812,65197,4000,250083,231817,8941,6232,24857,7329,41306,25154,11026,0
1192,2023/06/19 10:00:00+00,22013,121457,174324,151149,14976,7395,28557,20631,39173,9671,59278,7431,50813,65198,4000,250089,231821,8941,6232,24858,7329,41306,25154,11026,0
1193,2023/06/20 10:00:00+00,22016,121459,174328,151150,14976,7396,28558,20632,39175,9671,59279,7431,50814,65199,4000,250095,231826,8941,6232,24858,7330,41306,25156,11026,0
1194,2023/06/21 10:00:00+00,22017,121467,174338,151156,14978,7396,28559,20634,39178,9671,59279,7433,50818,65204,4000,250114,231847,8942,6232,24858,7330,41306,25156,11027,0
1195,2023/06/22 10:00:00+00,22018,121476,174341,151160,14978,7397,28559,20638,39181,9671,59280,7436,50821,65209,4001,250135,231858,8944,6232,24859,7331,41306,25159,11027,0
1196,2023/06/23 10:00:00+00,22019,121481,174351,151165,14979,7397,28559,20638,39184,9671,59281,7437,50824,65212,4001,250144,231874,8944,6232,24860,7332,41307,25159,11027,0
1197,2023/06/24 10:00:00+00,22019,121486,174353,151172,14981,7397,28561,20638,39185,9671,59281,7437,50827,65213,4001,250160,231889,8944,6232,24861,7332,41308,25160,11028,0
1198,2023/06/25 10:00:00+00,22019,121488,174357,151175,14981,7397,28562,20638,39187,9671,59283,7437,50829,65216,4001,250164,231893,8944,6232,24861,7332,41308,25160,11028,0
1199,2023/06/26 10:00:00+00,22019,121490,174359,151176,14981,7397,28563,20638,39188,9671,59283,7439,50831,65218,4001,250171,231903,8944,6232,24861,7332,41308,25161,11029,0
1200,2023/06/27 10:00:00+00,22021,121492,174362,151184,14981,7397,28564,20640,39188,9671,59284,7439,50832,65221,4001,250183,231906,8944,6232,24861,7333,41309,25161,11029,0
1201,2023/06/28 10:00:00+00,22023,121501,174368,151195,14981,7397,28565,20641,39193,9671,59285,7439,50837,65224,4002,250199,231924,8944,6232,24863,7333,41311,25162,11029,0
1202,2023/06/29 10:00:00+00,22026,121506,174377,151199,14981,7397,28565,20645,39196,9671,59286,7439,50839,65228,4002,250210,231937,8944,6232,24863,7334,41314,25163,11029,0
1203,2023/06/30 10:00:00+00,22028,121513,174382,151205,14981,7398,28565,20646,39198,9672,59290,7439,50841,65237,4002,250221,231947,8944,6232,24865,7334,41315,25167,11030,0
1204,2023/07/01 10:00:00+00,22028,121521,174390,151213,14981,7398,28566,20648,39198,9672,59292,7439,50842,65242,4002,250234,231956,8944,6232,24867,7334,41316,25169,11030,0
1205,2023/07/02 10:00:00+00,22028,121524,174398,151217,14982,7398,28566,20648,39200,9672,59292,7439,50847,65245,4002,250242,231968,8945,6232,24867,7334,41318,25169,11030,0
1206,2023/07/03 10:00:00+00,22028,121527,174407,151226,14983,7398,28567,20648,39201,9672,59294,7439,50847,65248,4002,250249,231974,8945,6232,24867,7334,41318,25169,11030,0
1207,2023/07/04 10:00:00+00,22029,121534,174414,151233,14984,7398,28570,20648,39202,9673,59298,7439,50850,65254,4002,250265,231990,8945,6232,24868,7334,41318,25170,11030,0
1208,2023/07/05 10:00:00+00,22033,121539,174420,151235,14986,7398,28570,20648,39203,9674,59299,7439,50850,65255,4002,250277,231999,8945,6232,24869,7334,41318,25170,11031,0
1209,2023/07/06 10:00:00+00,22034,121546,174425,151243,14987,7398,28573,20650,39207,9674,59301,7441,50852,65266,4002,250295,232013,8946,6233,24869,7334,41318,25173,11031,0
1210,2023/07/07 10:00:00+00,22034,121550,174430,151250,14987,7398,28573,20650,39208,9675,59303,7441,50853,65273,4002,250309,232026,8947,6233,24870,7334,41318,25173,11031,0
1211,2023/07/08 10:00:00+00,22036,121555,174436,151262,14990,7398,28573,20653,39211,9675,59305,7441,50853,65279,4002,250326,232047,8947,6233,24871,7334,41319,25173,11031,0
1212,2023/07/09 10:00:00+00,22036,121557,174440,151268,14992,7398,28573,20653,39211,9675,59305,7442,50854,65283,4003,250332,232065,8947,6233,24872,7334,41320,25174,11032,0
1213,2023/07/10 10:00:00+00,22036,121563,174443,151273,14995,7399,28573,20653,39212,9675,59305,7443,50854,65285,4003,250335,232069,8948,6233,24872,7334,41320,25174,11032,0
1214,2023/07/11 10:00:00+00,22040,121568,174453,151283,14997,7399,28576,20653,39216,9675,59306,7444,50857,65289,4004,250349,232086,8948,6233,24874,7335,41323,25176,11033,0
1215,2023/07/12 10:00:00+00,22041,121571,174462,151291,14998,7399,28579,20655,39221,9675,59308,7444,50860,65295,4004,250361,232109,8949,6233,24874,7335,41324,25176,11034,0
1216,2023/07/13 10:00:00+00,22043,121576,174472,151294,14999,7400,28579,20656,39221,9675,59310,7445,50862,65301,4004,250376,232124,8950,6233,24874,7335,41326,25179,11036,0
1217,2023/07/14 10:00:00+00,22048,121583,174487,151309,15001,7400,28580,20658,39228,9677,59314,7445,50871,65318,4005,250403,232162,8950,6234,24878,7336,41328,25182,11037,0
1218,2023/07/15 10:00:00+00,22048,121606,174500,151314,15003,7400,28582,20659,39229,9677,59314,7445,50875,65325,4005,250417,232178,8950,6234,24880,7336,41329,25186,11038,0
1219,2023/07/16 10:00:00+00,22049,121613,174505,151318,15004,7401,28583,20661,39233,9679,59317,7446,50876,65327,4005,250429,232199,8950,6234,24882,7336,41330,25188,11039,0
1220,2023/07/17 10:00:00+00,22050,121616,174510,151321,15007,7401,28585,20662,39235,9680,59320,7447,50877,65329,4005,250432,232213,8951,6234,24884,7336,41330,25188,11040,0
1221,2023/07/18 10:00:00+00,22051,121623,174520,151330,15008,7401,28585,20666,39237,9680,59327,7447,50880,65335,4005,250448,232242,8952,6234,24887,7336,41330,25192,11041,0
1222,2023/07/19 10:00:00+00,22053,121630,174532,151336,15008,7401,28585,20667,39239,9680,59327,7447,50883,65342,4005,250469,232271,8953,6235,24890,7338,41330,25195,11042,0
1223,2023/07/20 10:00:00+00,22053,121645,174546,151347,15010,7401,28586,20669,39243,9680,59329,7448,50887,65354,4005,250486,232288,8954,6236,24893,7338,41331,25198,11043,0
1224,2023/07/21 10:00:00+00,22055,121652,174564,151360,15010,7401,28586,20670,39245,9681,59334,7448,50888,65368,4005,250501,232307,8958,6237,24893,7339,41331,25200,11044,0
1225,2023/07/22 10:00:00+00,22057,121654,174575,151363,15011,7402,28587,20674,39246,9683,59335,7448,50890,65377,4005,250516,232332,8961,6238,24894,7340,41331,25203,11044,0
1226,2023/07/23 10:00:00+00,22057,121659,174583,151374,15012,7402,28589,20675,39248,9684,59339,7448,50892,65379,4005,250526,232351,8961,6239,24896,7341,41332,25205,11044,0
1227,2023/07/24 10:00:00+00,22058,121663,174589,151374,15013,7403,28589,20677,39251,9684,59340,7450,50894,65381,4005,250534,232368,8963,6239,24896,7341,41333,25206,11045,0
1228,2023/07/25 10:00:00+00,22061,121673,174601,151386,15016,7403,28591,20679,39258,9684,59345,7451,50900,65386,4005,250565,232404,8964,6242,24899,7342,41334,25209,11046,0
1229,2023/07/26 10:00:00+00,22063,121683,174627,151409,15017,7403,28592,20680,39261,9685,59346,7451,50904,65393,4005,250599,232434,8964,6242,24902,7342,41336,25209,11048,0
1230,2023/07/27 10:00:00+00,22064,121692,174647,151424,15021,7404,28597,20680,39266,9685,59349,7451,50909,65409,4005,250625,232462,8966,6243,24902,7343,41339,25210,11047,0
1231,2023/07/28 10:00:00+00,22064,121697,174662,151440,15021,7405,28596,20683,39272,9686,59352,7452,50915,65412,4005,250643,232477,8966,6243,24904,7344,41341,25214,11049,0
1232,2023/07/29 10:00:00+00,22066,121707,174683,151449,15023,7405,28596,20685,39278,9687,59355,7454,50918,65417,4005,250675,232514,8967,6244,24904,7346,41341,25219,11050,0
1233,2023/07/30 10:00:00+00,22066,121721,174696,151458,15023,7406,28597,20688,39280,9688,59360,7454,50919,65422,4005,250691,232531,8967,6244,24910,7347,41341,25223,11050,0
1234,2023/07/31 10:00:00+00,22066,121732,174702,151467,15027,7406,28600,20692,39280,9688,59361,7455,50919,65426,4005,250705,232547,8967,6244,24912,7347,41341,25227,11051,0
1235,2023/08/01 10:00:00+00,22069,121740,174716,151478,15030,7408,28600,20698,39281,9689,59364,7456,50925,65433,4007,250736,232591,8967,6244,24913,7349,41344,25231,11053,0
1236,2023/08/02 10:00:00+00,22070,121747,174733,151488,15033,7408,28603,20702,39283,9689,59366,7460,50927,65440,4007,250758,232625,8968,6244,24914,7350,41346,25235,11055,0
1237,2023/08/03 10:00:00+00,22070,121759,174751,151502,15034,7408,28606,20702,39289,9690,59369,7460,50931,65444,4007,250788,232658,8969,6244,24917,7351,41349,25238,11056,0
1238,2023/08/04 10:00:00+00,22073,121774,174769,151522,15036,7408,28611,20703,39295,9692,59373,7461,50936,65454,4006,250817,232694,8971,6247,24918,7351,41355,25242,11058,0
1239,2023/08/05 10:00:00+00,22074,121779,174788,151536,15038,7408,28615,20704,39297,9694,59375,7462,50941,65463,4006,250842,232717,8971,6248,24919,7351,41355,25244,11057,0
1240,2023/08/06 10:00:00+00,22077,121791,174801,151554,15040,7408,28618,20706,39305,9694,59382,7465,50942,65474,4007,250862,232743,8973,6248,24921,7351,41355,25249,11059,0
1241,2023/08/07 10:00:00+00,22077,121798,174813,151562,15041,7408,28621,20708,39311,9694,59384,7465,50945,65475,4008,250878,232757,8975,6248,24922,7351,41357,25250,11063,0
1242,2023/08/08 10:00:00+00,22080,121816,174831,151575,15042,7409,28623,20709,39317,9694,59389,7468,50945,65484,4009,250910,232799,8976,6248,24923,7352,41358,25256,11063,0
1243,2023/08/09 10:00:00+00,22081,121828,174848,151594,15045,7409,28627,20714,39322,9698,59395,7468,50952,65497,4009,250941,232832,8977,6248,24924,7354,41359,25261,11068,0
1244,2023/08/10 10:00:00+00,22086,121839,174863,151612,15047,7409,28632,20717,39330,9698,59400,7468,50956,65509,4009,250977,232881,8979,6249,24929,7354,41362,25263,11069,0
1245,2023/08/11 10:00:00+00,22090,121854,174892,151633,15049,7410,28636,20725,39341,9699,59403,7469,50967,65522,4009,251013,232932,8979,6249,24933,7356,41365,25272,11069,0
1246,2023/08/12 10:00:00+00,22092,121871,174919,151647,15049,7411,28637,20728,39347,9703,59406,7470,50974,65530,4009,251057,232977,8980,6251,24936,7357,41368,25278,11072,0
1247,2023/08/13 10:00:00+00,22096,121877,174931,151654,15049,7411,28639,20730,39352,9705,59410,7471,50976,65537,4009,251086,233004,8980,6252,24941,7359,41370,25280,11072,0
1248,2023/08/14 10:00:00+00,22096,121882,174948,151668,15051,7411,28640,20735,39356,9706,59412,7472,50977,65541,4010,251106,233022,8980,6253,24942,7360,41370,25282,11075,0
1249,2023/08/15 10:00:00+00,22098,121897,174977,151699,15054,7411,28643,20738,39360,9709,59416,7474,50986,65563,4010,251141,233071,8981,6254,24945,7361,41373,25284,11076,0
1250,2023/08/16 10:00:00+00,22102,121914,175003,151721,15056,7411,28648,20742,39366,9711,59419,7476,50990,65589,4010,251177,233111,8981,6256,24949,7361,41376,25286,11076,0
1251,2023/08/17 10:00:00+00,22104,121931,175038,151750,15058,7411,28650,20746,39374,9714,59425,7480,50995,65607,4011,251218,233171,8983,6256,24954,7361,41381,25291,11077,0
1252,2023/08/18 10:00:00+00,22106,121952,175069,151785,15064,7413,28653,20751,39381,9718,59431,7481,51001,65625,4014,251259,233216,8983,6256,24957,7364,41385,25293,11082,0
1253,2023/08/19 10:00:00+00,22112,121967,175100,151811,15066,7415,28655,20754,39391,9720,59436,7483,51004,65648,4014,251302,233255,8984,6256,24959,7366,41390,25296,11087,0
1254,2023/08/20 10:00:00+00,22115,121981,175112,151825,15066,7416,28658,20756,39394,9720,59438,7483,51007,65652,4014,251320,233287,8986,6257,24961,7367,41394,25300,11087,0
1255,2023/08/21 10:00:00+00,22118,121987,175123,151834,15068,7416,28660,20759,39395,9723,59443,7484,51009,65666,4014,251334,233317,8986,6257,24963,7367,41394,25303,11088,0
1256,2023/08/22 10:00:00+00,22128,122002,175160,151860,15071,7416,28664,20759,39401,9728,59449,7489,51017,65710,4015,251391,233374,8987,6258,24965,7367,41402,25314,11090,0
1257,2023/08/23 10:00:00+00,22133,122020,175187,151878,15072,7416,28665,20760,39408,9728,59461,7491,51020,65740,4015,251435,233425,8987,6258,24966,7368,41406,25323,11093,0
1258,2023/08/24 10:00:00+00,22145,122045,175216,151909,15073,7416,28671,20763,39413,9730,59470,7491,51031,65779,4016,251489,233490,8990,6259,24968,7370,41416,25330,11095,0
1259,2023/08/25 10:00:00+00,22148,122069,175255,151943,15076,7417,28677,20768,39423,9730,59479,7494,51034,65809,4016,251538,233553,8993,6259,24972,7372,41421,25334,11096,0
1260,2023/08/26 10:00:00+00,22159,122085,175279,151957,15080,7417,28683,20768,39429,9731,59488,7495,51034,65825,4016,251570,233602,8995,6260,24974,7374,41422,25338,11100,0
1261,2023/08/27 10:00:00+00,22159,122100,175298,151981,15083,7418,28690,20769,39432,9733,59493,7495,51038,65842,4016,251599,233637,8996,6262,24974,7375,41423,25344,11105,0
1262,2023/08/28 10:00:00+00,22161,122117,175316,151995,15083,7419,28691,20775,39435,9733,59498,7495,51039,65855,4016,251619,233668,8996,6262,24975,7375,41427,25349,11105,0
1263,2023/08/29 10:00:00+00,22166,122143,175369,152037,15090,7422,28696,20781,39446,9735,59515,7501,51050,65895,4017,251714,233764,8997,6268,24980,7377,41433,25354,11107,0
1264,2023/08/30 10:00:00+00,22170,122166,175395,152064,15092,7424,28702,20786,39455,9737,59522,7504,51061,65916,4018,251768,233825,9000,6272,24981,7377,41438,25356,11105,0
1265,2023/08/31 10:00:00+00,22174,122200,175441,152122,15093,7429,28709,20793,39464,9740,59534,7505,51068,65941,4019,251835,233909,9001,6272,24985,7379,41441,25365,11108,0
1266,2023/09/01 10:00:00+00,22182,122223,175485,152157,15093,7429,28715,20797,39477,9740,59551,7506,51101,65963,4019,251897,233987,9003,6274,24988,7382,41445,25371,11109,0
1267,2023/09/02 10:00:00+00,22192,122245,175513,152196,15094,7429,28719,20805,39488,9742,59566,7508,51115,65992,4020,251952,234058,9005,6275,24989,7383,41446,25373,11113,0
1268,2023/09/03 10:00:00+00,22196,122265,175537,152228,15099,7430,28723,20808,39498,9742,59578,7508,51132,66003,4021,251986,234093,9006,6275,24990,7383,41447,25373,11113,0
1269,2023/09/04 10:00:00+00,22198,122279,175560,152243,15102,7430,28723,20810,39501,9744,59589,7509,51135,66015,4022,252010,234120,9006,6277,24993,7386,41451,25373,11114,0
1270,2023/09/05 10:00:00+00,22203,122295,175579,152264,15105,7432,28728,20811,39503,9745,59593,7512,51143,66031,4025,252038,234151,9006,6279,24998,7386,41459,25376,11115,0
1271,2023/09/06 10:00:00+00,22220,122329,175624,152318,15108,7433,28735,20823,39520,9747,59616,7513,51166,66059,4025,252109,234251,9006,6282,25002,7390,41471,25386,11117,0
1272,2023/09/07 10:00:00+00,22227,122356,175667,152364,15114,7435,28743,20833,39532,9749,59630,7514,51180,66092,4025,252166,234353,9008,6282,25009,7396,41479,25391,11120,0
1273,2023/09/08 10:00:00+00,22239,122394,175719,152420,15118,7437,28752,20837,39539,9749,59650,7516,51189,66132,4026,252242,234448,9014,6286,25013,7403,41486,25396,11122,0
1274,2023/09/09 10:00:00+00,22254,122480,175773,152469,15122,7438,28759,20843,39549,9752,59664,7518,51207,66185,4027,252318,234549,9014,6287,25022,7407,41493,25407,11124,0
1275,2023/09/10 10:00:00+00,22256,122499,175804,152492,15127,7440,28765,20849,39559,9752,59674,7519,51217,66203,4027,252370,234613,9015,6288,25024,7409,41501,25412,11125,0
1276,2023/09/11 10:00:00+00,22260,122519,175831,152514,15130,7440,28768,20854,39566,9752,59682,7519,51226,66211,4029,252389,234640,9016,6289,25026,7409,41503,25415,11127,0
1277,2023/09/12 10:00:00+00,22276,122559,175879,152550,15137,7442,28770,20856,39574,9756,59695,7522,51241,66250,4031,252491,234745,9019,6290,25032,7412,41505,25424,11129,0
1278,2023/09/13 10:00:00+00,22282,122596,175917,152577,15142,7444,28774,20869,39579,9756,59705,7523,51253,66270,4032,252551,234804,9019,6291,25041,7416,41512,25429,11131,0
1279,2023/09/14 10:00:00+00,22297,122640,175972,152630,15145,7446,28785,20878,39589,9757,59718,7526,51266,66308,4036,252649,234898,9019,6291,25049,7423,41519,25433,11132,0
1280,2023/09/15 10:00:00+00,22301,122692,176025,152677,15149,7447,28794,20881,39600,9758,59728,7530,51277,66332,4037,252723,234982,9019,6292,25053,7429,41534,25448,11133,0
1281,2023/09/16 10:00:00+00,22304,122717,176059,152705,15152,7448,28795,20886,39607,9765,59736,7531,51287,66358,4038,252773,235050,9020,6292,25055,7437,41544,25451,11136,0
1282,2023/09/17 10:00:00+00,22307,122744,176080,152722,15155,7449,28798,20895,39616,9767,59740,7531,51296,66371,4040,252805,235084,9021,6293,25057,7437,41544,25455,11137,0
1283,2023/09/18 10:00:00+00,22310,122751,176098,152733,15159,7449,28801,20899,39619,9768,59746,7532,51303,66383,4041,252834,235116,9022,6293,25059,7437,41545,25458,11140,0
1284,2023/09/19 10:00:00+00,22322,122785,176146,152763,15161,7450,28803,20906,39625,9771,59761,7535,51309,66417,4041,252901,235184,9023,6297,25064,7442,41558,25463,11142,0
1285,2023/09/20 10:00:00+00,22328,122808,176181,152794,15165,7450,28810,20918,39632,9773,59765,7538,51319,66443,4041,252969,235238,9023,6297,25070,7446,41563,25470,11145,0
1286,2023/09/21 10:00:00+00,22333,122849,176218,152835,15171,7452,28815,20930,39638,9777,59773,7544,51327,66471,4042,253038,235299,9025,6297,25070,7451,41568,25477,11147,0
1287,2023/09/22 10:00:00+00,22336,122886,176258,152864,15173,7454,28822,20935,39647,9780,59787,7545,51345,66498,4042,253095,235386,9026,6299,25078,7454,41581,25490,11150,0
1288,2023/09/23 10:00:00+00,22346,122921,176283,152894,15177,7455,28826,20939,39652,9781,59798,7548,51355,66511,4043,253141,235443,9030,6300,25082,7459,41590,25494,11150,0
